Source	Sink	Source_Followings	Source_Followers	Sink_Followers	Distance	Real	Common_Followings	Com_Followings_Ratio	Followers_Ratio	Indirect_Followings	Inv_Indirect_Followings
540762	2757277	143	142	107	1.0	1	25	0.17482517482517482	0.7535211267605634	8	14
2757277	4165152	222	107	3	1.0	1	0	0.0	0.02803738317757009	2	0
4165152	2319758	11	3	2	1.0	1	0	0.0	0.6666666666666666	0	0
1025192	2390187	13	50	116	1.0	1	5	0.38461538461538464	2.32	8	4
2390187	2868783	26	116	1	1.0	1	0	0.0	0.008620689655172414	0	0
1889606	3216499	191	25	22	1.0	1	0	0.0	0.88	9	0
1885745	4522161	143	35	8	1.0	1	0	0.0	0.22857142857142854	0	0
2655966	4613111	2804	81	314	1.0	1	0	0.0	3.8765432098765427	34	0
3655780	3755773	1301	342	54	1.0	1	0	0.0	0.15789473684210525	18	0
3984151	383065	248	27	30	1.0	1	0	0.0	1.1111111111111112	6	0
2941221	4717522	50	4	913	1.0	1	6	0.12	228.25	4	0
4717522	4344646	395	913	362	1.0	1	47	0.1189873417721519	0.3964950711938664	23	52
4344646	3193364	497	362	31	1.0	1	0	0.0	0.0856353591160221	2	0
4096959	1659856	95	23	319	1.0	1	0	0.0	13.869565217391305	3	0
3146367	639709	277	33	15	1.0	1	0	0.0	0.4545454545454545	1	0
3063573	3718467	996	93	11	1.0	1	0	0.0	0.11827956989247312	3	0
1139266	4270121	61	2	23	1.0	1	3	0.049180327868852465	11.5	1	0
4270121	3109326	40	23	126	1.0	1	2	0.05	5.478260869565218	0	0
3109326	4357561	25	126	9	1.0	1	0	0.0	0.07142857142857142	1	0
3866129	2758901	98	6	6	1.0	1	0	0.0	1.0	2	0
2411667	3794678	229	23	1	1.0	1	0	0.0	0.043478260869565216	0	0
112408	3454378	78	25	3	1.0	1	0	0.0	0.12	2	0
4316209	2862019	58	215	903	1.0	1	14	0.2413793103448276	4.2	37	23
2862019	2026247	57	903	32	1.0	1	11	0.19298245614035087	0.035437430786267994	3	28
1208991	209434	21	8	12	1.0	1	0	0.0	1.5	0	0
911192	4121231	6327	106	19	1.0	1	0	0.0	0.1792452830188679	3	0
183476	1448017	11	6	7	1.0	1	0	0.0	1.1666666666666667	1	0
1085321	141733	56	14	4	1.0	1	0	0.0	0.2857142857142857	0	0
3424598	3628231	341	30	26	1.0	1	0	0.0	0.8666666666666667	11	0
75239	3173958	27	11	2	1.0	1	0	0.0	0.18181818181818185	0	0
3173958	3339982	142	2	4	1.0	1	0	0.0	2.0	0	0
2469359	3345871	263	59	1181	1.0	1	0	0.0	20.01694915254237	36	0
3168320	99839	1904	309	10	1.0	1	0	0.0	0.032362459546925564	2	0
1605523	3578500	244	23	3	1.0	1	0	0.0	0.13043478260869565	1	0
857201	2951368	353	28	2	1.0	1	0	0.0	0.07142857142857142	1	0
1395717	2210352	510	32	6	1.0	1	0	0.0	0.1875	2	0
2876797	1727464	64	61	267	1.0	1	12	0.1875	4.377049180327869	8	14
1727464	3885337	1073	267	79	1.0	1	0	0.0	0.2958801498127341	10	0
606663	3284140	21	55	6	1.0	1	6	0.2857142857142857	0.10909090909090907	1	2
3284140	4016190	43	6	2	1.0	1	0	0.0	0.3333333333333333	0	0
1081925	3633019	55	14	746	1.0	1	6	0.10909090909090907	53.28571428571429	5	5
3633019	3472061	32319	746	20	1.0	1	0	0.0	0.02680965147453083	15	0
3311052	3770494	100	76	352	1.0	1	0	0.0	4.631578947368421	17	0
1812703	742086	35	9	96	1.0	1	0	0.0	10.666666666666666	2	0
3792226	1455058	146	9	129	1.0	1	11	0.07534246575342465	14.333333333333336	0	1
1455058	4680874	3856	129	1	1.0	1	0	0.0	0.007751937984496123	0	0
4117726	4713391	751	136	387	1.0	1	0	0.0	2.8455882352941178	16	0
749588	2317782	57	3	788	1.0	1	10	0.17543859649122806	262.6666666666667	4	1
2317782	98420	2668	788	339	1.0	1	17	0.006371814092953522	0.4302030456852792	64	5
2385076	1191020	106	327	263	1.0	1	9	0.08490566037735849	0.8042813455657493	6	8
1191020	712454	112	263	4	1.0	1	0	0.0	0.015209125475285171	2	0
2362521	4782074	168	15	920	1.0	1	14	0.08333333333333333	61.33333333333334	19	0
4782074	2024200	238	920	113	1.0	1	40	0.16806722689075632	0.12282608695652175	25	45
2024200	174081	237	113	6	1.0	1	0	0.0	0.05309734513274336	1	0
2075583	3677432	242	17	1	1.0	1	0	0.0	0.05882352941176471	0	0
1442837	1583505	108	3	2	1.0	1	0	0.0	0.6666666666666666	0	0
1330432	680719	1926	12	9	1.0	1	0	0.0	0.75	0	0
3057270	617640	30	3	5	1.0	1	0	0.0	1.6666666666666667	1	0
292977	581535	40	81	1283	1.0	1	15	0.375	15.839506172839506	7	54
581535	4789627	8414	1283	172	1.0	1	0	0.0	0.13406079501169135	80	0
240699	613338	43	7	1805	1.0	1	0	0.0	257.85714285714283	2	0
2229844	3044239	310	45	11	1.0	1	0	0.0	0.24444444444444444	4	0
1851261	2989624	52	7	418	1.0	1	1	0.019230769230769232	59.714285714285715	6	0
2946219	20894	23	7	11	1.0	1	0	0.0	1.5714285714285714	1	0
1163711	1064528	162	25	86	1.0	1	0	0.0	3.44	3	0
235772	2492020	44	16	400	1.0	1	16	0.3636363636363637	25.0	16	4
2492020	3946090	58	400	65	1.0	1	27	0.4655172413793103	0.1625	7	46
3946090	3566551	362	65	7	1.0	1	0	0.0	0.1076923076923077	0	0
3298299	1585258	4843	181	69	1.0	1	0	0.0	0.3812154696132597	56	0
1894287	2962391	194	29	2532	1.0	1	7	0.03608247422680412	87.3103448275862	20	2
2962391	328853	241	2532	77	1.0	1	0	0.0	0.03041074249605055	4	0
276069	846827	417	18	268	1.0	1	0	0.0	14.888888888888891	5	0
1054871	1585435	279	59	370	1.0	1	0	0.0	6.271186440677966	41	0
1368086	2633184	128	31	153	1.0	1	0	0.0	4.935483870967742	5	0
732723	1504506	202	28	551	1.0	1	36	0.1782178217821782	19.678571428571427	26	12
1504506	1683324	1317	551	1	1.0	1	0	0.0	0.0018148820326678765	0	0
3637331	1439123	57	52	30	1.0	1	0	0.0	0.5769230769230769	4	0
1465606	3381299	296	14	2	1.0	1	0	0.0	0.14285714285714285	0	0
1387888	241440	105	12	2	1.0	1	0	0.0	0.16666666666666666	0	0
3292987	4811488	13	12	712	1.0	1	0	0.0	59.33333333333334	0	0
3628694	1570246	186	21	4	1.0	1	0	0.0	0.19047619047619047	2	0
3471881	1084664	851	80	64	1.0	1	0	0.0	0.8	26	0
89251	570074	319	16	55	1.0	1	0	0.0	3.4375	3	0
730950	1407200	768	42	361	1.0	1	0	0.0	8.595238095238095	6	0
4594318	1388590	146	9	352	1.0	1	1	0.00684931506849315	39.111111111111114	4	0
1388590	850017	72	352	1349	1.0	1	18	0.25	3.832386363636364	33	32
850017	3264	213	1349	7	1.0	1	0	0.0	0.005189028910303929	0	0
305679	185896	25	1	622	1.0	1	3	0.12	622.0	2	0
185896	4579076	117	622	6	1.0	1	0	0.0	0.00964630225080386	0	0
3662667	3938928	158	90	271	1.0	1	21	0.13291139240506328	3.011111111111111	20	15
4677576	4636630	1655	103	7	1.0	1	0	0.0	0.06796116504854369	2	0
2570264	813393	205	9	1	1.0	1	0	0.0	0.1111111111111111	0	0
631782	2794818	2	3	17	1.0	1	0	0.0	5.666666666666668	1	0
1603868	1367403	42	7	5	1.0	1	0	0.0	0.7142857142857143	3	0
473016	4382293	73	75	124	1.0	1	0	0.0	1.653333333333333	0	0
4382293	4295907	105	124	87	1.0	1	0	0.0	0.7016129032258065	3	0
1506917	746711	57	18	757	1.0	1	9	0.15789473684210525	42.055555555555564	12	8
746711	3760120	389	757	76	1.0	1	43	0.11053984575835477	0.10039630118890357	21	53
3760120	1910862	394	76	1	1.0	1	0	0.0	0.013157894736842105	0	0
3208841	4195607	57	8	12	1.0	1	0	0.0	1.5	3	0
1771414	2371893	12	4	60	1.0	1	6	0.5	15.0	6	4
2371893	2762557	149	60	176	1.0	1	0	0.0	2.933333333333333	3	0
4592892	3854704	219	12	86	1.0	1	0	0.0	7.166666666666668	4	0
1072715	3309523	57	15	10	1.0	1	12	0.21052631578947367	0.6666666666666666	8	9
3309523	1970076	14	10	64	1.0	1	9	0.6428571428571429	6.4	9	9
1970076	2432874	64	64	18	1.0	1	3	0.046875	0.28125	3	1
2432874	1199298	17	18	894	1.0	1	3	0.17647058823529413	49.66666666666666	4	0
3512824	3757508	83	5	4	1.0	1	0	0.0	0.8	0	0
2676022	2234620	123	10	149	1.0	1	0	0.0	14.9	2	0
3101239	2362804	1614	125	140	1.0	1	0	0.0	1.12	14	0
440727	1253034	23	2	1	1.0	1	0	0.0	0.5	0	0
3959630	3246301	79	3	2	1.0	1	0	0.0	0.6666666666666666	1	0
45028	3352557	2021	243	45	1.0	1	0	0.0	0.1851851851851852	13	0
1017643	3043	46	12	209	1.0	1	10	0.21739130434782608	17.416666666666668	10	5
3043	98420	55	209	339	1.0	1	7	0.12727272727272726	1.6220095693779903	20	8
98420	2621585	56	339	50	1.0	1	14	0.25	0.14749262536873156	6	21
2621585	3831369	96	50	13	1.0	1	0	0.0	0.26	1	0
4479896	6426	1132	52	357	1.0	1	0	0.0	6.865384615384616	8	0
1081432	3398526	14	5	66	1.0	1	0	0.0	13.2	6	0
2958741	2505887	133	3	129	1.0	1	0	0.0	43.0	0	0
4519448	3189201	221	72	27	1.0	1	0	0.0	0.375	1	0
943581	597924	203	26	1173	1.0	1	0	0.0	45.115384615384606	16	0
3832997	4155548	13	90	1	1.0	1	0	0.0	0.011111111111111113	0	0
3448868	4243237	833	248	2	1.0	1	0	0.0	0.008064516129032258	1	0
2692067	334620	1704	98	9	1.0	1	0	0.0	0.09183673469387756	0	0
4740315	2968089	164	43	121	1.0	1	0	0.0	2.8139534883720936	3	0
2670064	1650213	745	30	206	1.0	1	0	0.0	6.866666666666666	9	0
4062175	225570	8522	248	223	1.0	1	0	0.0	0.8991935483870968	69	0
1086912	1975993	33398	907	14	1.0	1	0	0.0	0.015435501653803746	3	0
198776	3779328	169	32	46	1.0	1	26	0.15384615384615385	1.4375	5	10
3779328	575446	730	46	36	1.0	1	0	0.0	0.7826086956521741	8	0
992233	746117	453	57	45	1.0	1	108	0.2384105960264901	0.7894736842105263	8	8
746117	632005	760	45	230	1.0	1	0	0.0	5.111111111111111	26	0
4330238	902000	46	122	249	1.0	1	23	0.5	2.040983606557377	18	33
902000	4154909	695	249	68	1.0	1	37	0.05323741007194245	0.2730923694779117	21	36
4154909	1839863	162	68	39	1.0	1	22	0.13580246913580246	0.5735294117647058	16	9
1839863	1392121	71	39	904	1.0	1	40	0.5633802816901409	23.179487179487182	30	30
4339647	2388735	196	26	403	1.0	1	31	0.15816326530612246	15.5	11	7
2388735	3603508	4921	403	11	1.0	1	0	0.0	0.02729528535980149	5	0
504000	4823828	407	75	124	1.0	1	21	0.0515970515970516	1.653333333333333	22	10
4823828	3050988	208	124	17	1.0	1	0	0.0	0.13709677419354838	1	0
3488943	1225658	644	2	1	1.0	1	0	0.0	0.5	0	0
4106501	310733	1969	224	10	1.0	1	0	0.0	0.04464285714285714	2	0
2943892	3735127	163	64	187	1.0	1	2	0.012269938650306749	2.921875	2	0
3735127	2894811	14	187	16	1.0	1	0	0.0	0.0855614973262032	0	0
1047243	3640506	5	2	26	1.0	1	0	0.0	13.0	0	0
1559310	2418895	44	13	43	1.0	1	0	0.0	3.3076923076923075	15	0
2164765	3132209	208	11	1	1.0	1	0	0.0	0.09090909090909093	0	0
1240262	32999	5	2	75	1.0	1	0	0.0	37.5	0	0
3442800	213018	58	15	290	1.0	1	12	0.20689655172413796	19.33333333333333	11	10
213018	993499	399	290	10	1.0	1	0	0.0	0.03448275862068965	8	0
4381145	3618907	29	19	17	1.0	1	8	0.27586206896551724	0.8947368421052632	10	7
